step,x,y,step_distance,cumulative_distance,prev_x,prev_y,knn_k,knn1_x,knn1_y,knn1_distance,knn2_x,knn2_y,knn2_distance,knn3_x,knn3_y,knn3_distance,knn4_x,knn4_y,knn4_distance,knn5_x,knn5_y,knn5_distance
11,909.7462559682401,982.7854760376531,36.833504,421.14516,937.1268442154698,958.1478949874976,5,913.0110532378982,966.6063677707588,16.505225,919.2823534016137,962.2424865104192,22.648434,937.1268442154698,958.1478949874976,36.833504,897.6753141502056,945.6783914956152,39.021063,922.8805831375125,935.7547693309532,48.830297
12,913.0110532378982,966.6063677707588,16.505225,437.650385,909.7462559682401,982.7854760376531,5,919.2823534016137,962.2424865104192,7.640201,909.7462559682401,982.7854760376531,16.505225,937.1268442154698,958.1478949874976,25.556157,897.6753141502056,945.6783914956152,25.945425,922.8805831375125,935.7547693309532,32.391801
13,919.2823534016137,962.2424865104192,7.640201,445.290586,913.0110532378982,966.6063677707588,5,913.0110532378982,966.6063677707588,7.640201,937.1268442154698,958.1478949874976,18.308237,909.7462559682401,982.7854760376531,22.648434,922.8805831375125,935.7547693309532,26.731001,897.6753141502056,945.6783914956152,27.225602
14,929.7598506094264,934.0763496652581,30.051776,475.342361,919.2823534016137,962.2424865104192,5,922.8805831375125,935.7547693309532,7.08106,946.502554169996,938.4387997349186,17.301708,937.1268442154698,958.1478949874976,25.173635,919.2823534016137,962.2424865104192,30.051776,898.1731213578789,923.0824398201768,33.445291
15,922.8805831375125,935.7547693309532,7.08106,482.423422,929.7598506094264,934.0763496652581,5,929.7598506094264,934.0763496652581,7.08106,946.502554169996,938.4387997349186,23.773968,937.1268442154698,958.1478949874976,26.540686,919.2823534016137,962.2424865104192,26.731001,897.6753141502056,945.6783914956152,27.088445
16,898.1731213578789,923.0824398201768,27.767726,510.191148,922.8805831375125,935.7547693309532,5,894.3997782145746,919.6888444316102,5.0749,897.6753141502056,945.6783914956152,22.601435,922.8805831375125,935.7547693309532,27.767726,929.7598506094264,934.0763496652581,33.445291,919.2823534016137,962.2424865104192,44.487177
17,894.3997782145746,919.6888444316102,5.0749,515.266047,898.1731213578789,923.0824398201768,5,898.1731213578789,923.0824398201768,5.0749,897.6753141502056,945.6783914956152,26.195146,922.8805831375125,935.7547693309532,32.699697,929.7598506094264,934.0763496652581,38.175058,919.2823534016137,962.2424865104192,49.294574
18,897.6753141502056,945.6783914956152,26.195146,541.461194,894.3997782145746,919.6888444316102,5,898.1731213578789,923.0824398201768,22.601435,913.0110532378982,966.6063677707588,25.945425,894.3997782145746,919.6888444316102,26.195146,922.8805831375125,935.7547693309532,27.088445,919.2823534016137,962.2424865104192,27.225602
19,840.8483326276715,976.229457649057,64.518784,605.979978,897.6753141502056,945.6783914956152,5,800.746590354181,936.9691586445807,56.120592,897.6753141502056,945.6783914956152,64.518784,909.7462559682401,982.7854760376531,69.209141,799.341211421814,916.8874080910093,72.417677,913.0110532378982,966.6063677707588,72.801525
20,800.746590354181,936.9691586445807,56.120592,662.100569,840.8483326276715,976.229457649057,5,799.341211421814,916.8874080910093,20.130867,810.2172359965896,902.1659504395827,36.068774,755.2228545587315,908.7743252220071,53.547728,840.8483326276715,976.229457649057,56.120592,755.4847672586825,883.8751542487009,69.76823
21,799.341211421814,916.8874080910093,20.130867,682.231436,800.746590354181,936.9691586445807,5,810.2172359965896,902.1659504395827,18.303257,800.746590354181,936.9691586445807,20.130867,755.2228545587315,908.7743252220071,44.858127,755.4847672586825,883.8751542487009,54.892591,792.3415311856522,861.3599036372361,55.966948
22,810.2172359965896,902.1659504395827,18.303257,700.534693,799.341211421814,916.8874080910093,5,799.341211421814,916.8874080910093,18.303257,800.746590354181,936.9691586445807,36.068774,792.3415311856522,861.3599036372361,44.549683,811.6287085078785,849.4859651863671,52.698891,755.2228545587315,908.7743252220071,55.390005
23,811.6287085078785,849.4859651863671,52.698891,753.233584,810.2172359965896,902.1659504395827,5,792.3415311856522,861.3599036372361,22.649186,810.2172359965896,902.1659504395827,52.698891,757.6039219664368,876.7703708227748,60.523684,755.4847672586825,883.8751542487009,65.838883,799.341211421814,916.8874080910093,68.512313
24,792.3415311856522,861.3599036372361,22.649186,775.88277,811.6287085078785,849.4859651863671,5,811.6287085078785,849.4859651863671,22.649186,757.6039219664368,876.7703708227748,38.002421,755.4847672586825,883.8751542487009,43.189785,810.2172359965896,902.1659504395827,44.549683,799.341211421814,916.8874080910093,55.966948
25,757.6039219664368,876.7703708227748,38.002421,813.885191,792.3415311856522,861.3599036372361,5,755.4847672586825,883.8751542487009,7.414092,755.2228545587315,908.7743252220071,32.092407,792.3415311856522,861.3599036372361,38.002421,731.5983062253606,838.3265651934163,46.413557,799.341211421814,916.8874080910093,57.891087
26,755.4847672586825,883.8751542487009,7.414092,821.299283,757.6039219664368,876.7703708227748,5,757.6039219664368,876.7703708227748,7.414092,755.2228545587315,908.7743252220071,24.900548,792.3415311856522,861.3599036372361,43.189785,731.5983062253606,838.3265651934163,51.431867,799.341211421814,916.8874080910093,54.892591
27,755.2228545587315,908.7743252220071,24.900548,846.199832,755.4847672586825,883.8751542487009,5,755.4847672586825,883.8751542487009,24.900548,757.6039219664368,876.7703708227748,32.092407,799.341211421814,916.8874080910093,44.858127,702.0041497619371,903.0107075409271,53.529897,800.746590354181,936.9691586445807,53.547728
28,702.0041497619371,903.0107075409271,53.529897,899.729728,755.2228545587315,908.7743252220071,5,755.2228545587315,908.7743252220071,53.529897,755.4847672586825,883.8751542487009,56.800932,649.2654248961536,873.6538239003423,60.358924,757.6039219664368,876.7703708227748,61.48081,726.4603879084594,961.6913814068508,63.573022
29,726.4603879084594,961.6913814068508,63.573022,963.30275,702.0041497619371,903.0107075409271,5,725.5543554613124,986.8214802051282,25.146426,672.6405635730525,966.5489030431831,54.038588,755.2228545587315,908.7743252220071,60.228684,702.0041497619371,903.0107075409271,63.573022,800.746590354181,936.9691586445807,78.291942
30,725.5543554613124,986.8214802051282,25.146426,988.449176,726.4603879084594,961.6913814068508,5,726.4603879084594,961.6913814068508,25.146426,672.6405635730525,966.5489030431831,56.664334,755.2228545587315,908.7743252220071,83.495977,702.0041497619371,903.0107075409271,87.056636,800.746590354181,936.9691586445807,90.217106
31,672.6405635730525,966.5489030431831,56.664334,1045.11351,725.5543554613124,986.8214802051282,5,726.4603879084594,961.6913814068508,54.038588,725.5543554613124,986.8214802051282,56.664334,702.0041497619371,903.0107075409271,69.99516,628.9893574898388,900.8098536570839,78.911662,649.2654248961536,873.6538239003423,95.790881
32,628.9893574898388,900.8098536570839,78.911662,1124.025172,672.6405635730525,966.5489030431831,5,649.2654248961536,873.6538239003423,33.890542,630.1473404114728,845.0775756715152,55.744307,586.3884555814495,851.3166074810679,65.302513,702.0041497619371,903.0107075409271,73.047954,672.6405635730525,966.5489030431831,78.911662
33,649.2654248961536,873.6538239003423,33.890542,1157.915715,628.9893574898388,900.8098536570839,5,628.9893574898388,900.8098536570839,33.890542,630.1473404114728,845.0775756715152,34.381727,702.0041497619371,903.0107075409271,60.358924,586.3884555814495,851.3166074810679,66.72679,703.4188523222999,821.6962986917841,75.047839
34,630.1473404114728,845.0775756715152,34.381727,1192.297441,649.2654248961536,873.6538239003423,5,649.2654248961536,873.6538239003423,34.381727,586.3884555814495,851.3166074810679,44.20142,628.9893574898388,900.8098536570839,55.744307,622.037442746657,788.5664913738635,57.090044,703.4188523222999,821.6962986917841,76.911628
35,586.3884555814495,851.3166074810679,44.20142,1236.498861,630.1473404114728,845.0775756715152,5,630.1473404114728,845.0775756715152,44.20142,628.9893574898388,900.8098536570839,65.302513,649.2654248961536,873.6538239003423,66.72679,515.2830587943614,859.0958196652707,71.529669,622.037442746657,788.5664913738635,72.169435
36,515.2830587943614,859.0958196652707,71.529669,1308.02853,586.3884555814495,851.3166074810679,5,491.83095909626394,863.3251831082008,23.830411,490.31967752424566,881.2766154122413,33.393983,477.009776552717,865.3099277716401,38.774467,486.1651007487351,901.0713996489047,51.086249,471.5288683099005,888.5450437134765,52.741691
37,491.83095909626394,863.3251831082008,23.830411,1331.858942,515.2830587943614,859.0958196652707,5,477.009776552717,865.3099277716401,14.953483,490.31967752424566,881.2766154122413,18.014935,515.2830587943614,859.0958196652707,23.830411,471.5288683099005,888.5450437134765,32.376168,486.1651007487351,901.0713996489047,38.169082
38,477.009776552717,865.3099277716401,14.953483,1346.812425,491.83095909626394,863.3251831082008,5,491.83095909626394,863.3251831082008,14.953483,490.31967752424566,881.2766154122413,20.78674,471.5288683099005,888.5450437134765,23.872808,486.1651007487351,901.0713996489047,36.914805,515.2830587943614,859.0958196652707,38.774467
39,490.31967752424566,881.2766154122413,20.78674,1367.599165,477.009776552717,865.3099277716401,5,491.83095909626394,863.3251831082008,18.014935,471.5288683099005,888.5450437134765,20.14757,486.1651007487351,901.0713996489047,20.226072,477.009776552717,865.3099277716401,20.78674,515.2830587943614,859.0958196652707,33.393983
40,471.5288683099005,888.5450437134765,20.14757,1387.746735,490.31967752424566,881.2766154122413,5,486.1651007487351,901.0713996489047,19.264706,490.31967752424566,881.2766154122413,20.14757,477.009776552717,865.3099277716401,23.872808,491.83095909626394,863.3251831082008,32.376168,422.65289378054985,892.4289339928591,49.030047
41,486.1651007487351,901.0713996489047,19.264706,1407.011441,471.5288683099005,888.5450437134765,5,471.5288683099005,888.5450437134765,19.264706,490.31967752424566,881.2766154122413,20.226072,477.009776552717,865.3099277716401,36.914805,491.83095909626394,863.3251831082008,38.169082,507.94064252057393,932.8338242269067,38.510074
42,507.94064252057393,932.8338242269067,38.510074,1445.521515,486.1651007487351,901.0713996489047,5,486.1651007487351,901.0713996489047,38.510074,470.8875424493587,950.268329571621,40.949899,490.31967752424566,881.2766154122413,54.485266,453.4470315306477,937.1046462904561,54.660713,471.5288683099005,888.5450437134765,57.335097
43,470.8875424493587,950.268329571621,40.949899,1486.471414,507.94064252057393,932.8338242269067,5,453.4470315306477,937.1046462904561,21.85072,507.94064252057393,932.8338242269067,40.949899,486.1651007487351,901.0713996489047,51.514481,471.5288683099005,888.5450437134765,61.726618,414.0128484685186,919.2341581990311,64.790822
44,453.4470315306477,937.1046462904561,21.85072,1508.322134,470.8875424493587,950.268329571621,5,470.8875424493587,950.268329571621,21.85072,414.0128484685186,919.2341581990311,43.294447,486.1651007487351,901.0713996489047,48.671007,471.5288683099005,888.5450437134765,51.816868,422.65289378054985,892.4289339928591,54.260466
45,422.65289378054985,892.4289339928591,54.260466,1562.5826,453.4470315306477,937.1046462904561,5,414.0128484685186,919.2341581990311,28.163282,471.5288683099005,888.5450437134765,49.030047,453.4470315306477,937.1046462904561,54.260466,477.009776552717,865.3099277716401,60.746286,486.1651007487351,901.0713996489047,64.097524
46,414.0128484685186,919.2341581990311,28.163282,1590.745882,422.65289378054985,892.4289339928591,5,422.65289378054985,892.4289339928591,28.163282,453.4470315306477,937.1046462904561,43.294447,353.355632443361,916.36156937516,60.725198,359.20119725374633,946.9058356578911,61.400642,470.8875424493587,950.268329571621,64.790822
47,353.355632443361,916.36156937516,60.725198,1651.47108,414.0128484685186,919.2341581990311,5,359.20119725374633,946.9058356578911,31.098599,340.220315051032,962.5664632546817,48.035703,325.20436274739006,870.4712321086546,53.836949,329.4426858782725,968.5381870202809,57.39537,414.0128484685186,919.2341581990311,60.725198
48,359.20119725374633,946.9058356578911,31.098599,1682.569678,353.355632443361,916.36156937516,5,340.220315051032,962.5664632546817,24.607502,353.355632443361,916.36156937516,31.098599,370.1399403351875,980.5166506472686,35.346046,329.4426858782725,968.5381870202809,36.79032,368.33145633442587,988.4590580992895,42.54447
49,370.1399403351875,980.5166506472686,35.346046,1717.915724,359.20119725374633,946.9058356578911,5,368.33145633442587,988.4590580992895,8.145701,340.220315051032,962.5664632546817,34.891162,359.20119725374633,946.9058356578911,35.346046,328.81318575191665,986.7958186960467,41.80106,329.4426858782725,968.5381870202809,42.423462
50,368.33145633442587,988.4590580992895,8.145701,1726.061426,370.1399403351875,980.5166506472686,5,370.1399403351875,980.5166506472686,8.145701,340.220315051032,962.5664632546817,38.218618,328.81318575191665,986.7958186960467,39.553256,359.20119725374633,946.9058356578911,42.54447,329.4426858782725,968.5381870202809,43.694137
51,340.220315051032,962.5664632546817,38.218618,1764.280043,368.33145633442587,988.4590580992895,5,329.4426858782725,968.5381870202809,12.321476,359.20119725374633,946.9058356578911,24.607502,328.81318575191665,986.7958186960467,26.780296,370.1399403351875,980.5166506472686,34.891162,368.33145633442587,988.4590580992895,38.218618
52,329.4426858782725,968.5381870202809,12.321476,1776.601519,340.220315051032,962.5664632546817,5,340.220315051032,962.5664632546817,12.321476,328.81318575191665,986.7958186960467,18.268481,359.20119725374633,946.9058356578911,36.79032,370.1399403351875,980.5166506472686,42.423462,368.33145633442587,988.4590580992895,43.694137
53,328.81318575191665,986.7958186960467,18.268481,1794.87,329.4426858782725,968.5381870202809,5,329.4426858782725,968.5381870202809,18.268481,340.220315051032,962.5664632546817,26.780296,368.33145633442587,988.4590580992895,39.553256,370.1399403351875,980.5166506472686,41.80106,280.0883846883893,984.0151371182455,48.804082
54,280.0883846883893,984.0151371182455,48.804082,1843.674082,328.81318575191665,986.7958186960467,5,279.98274332687254,978.5151867733981,5.500965,238.61592861522018,967.5402502901434,44.624954,328.81318575191665,986.7958186960467,48.804082,240.13040782635397,953.129339827799,50.503192,329.4426858782725,968.5381870202809,51.724105
55,279.98274332687254,978.5151867733981,5.500965,1849.175047,280.0883846883893,984.0151371182455,5,280.0883846883893,984.0151371182455,5.500965,238.61592861522018,967.5402502901434,42.797927,240.13040782635397,953.129339827799,47.250925,328.81318575191665,986.7958186960467,49.527578,329.4426858782725,968.5381870202809,50.456183
56,238.61592861522018,967.5402502901434,42.797927,1891.972974,279.98274332687254,978.5151867733981,5,240.13040782635397,953.129339827799,14.490272,279.98274332687254,978.5151867733981,42.797927,280.0883846883893,984.0151371182455,44.624954,249.04704757555507,919.9780878573697,48.692582,188.001294050828,999.4203594553304,59.817912
57,240.13040782635397,953.129339827799,14.490272,1906.463247,238.61592861522018,967.5402502901434,5,238.61592861522018,967.5402502901434,14.490272,249.04704757555507,919.9780878573697,34.329462,279.98274332687254,978.5151867733981,47.250925,280.0883846883893,984.0151371182455,50.503192,188.001294050828,999.4203594553304,69.715873
58,249.04704757555507,919.9780878573697,34.329462,1940.792709,240.13040782635397,953.129339827799,5,240.13040782635397,953.129339827799,34.329462,238.61592861522018,967.5402502901434,48.692582,284.42399033479825,877.4574539285279,55.31304,279.98274332687254,978.5151867733981,66.20883,280.0883846883893,984.0151371182455,71.163954
59,284.42399033479825,877.4574539285279,55.31304,1996.105749,249.04704757555507,919.9780878573697,5,312.23209587410497,859.9943994333727,32.836702,325.20436274739006,870.4712321086546,41.374462,313.9436595456605,847.7808391956414,41.858241,249.04704757555507,919.9780878573697,55.31304,330.05100665524947,840.136556537864,58.946365
60,325.20436274739006,870.4712321086546,41.374462,2037.48021,284.42399033479825,877.4574539285279,5,312.23209587410497,859.9943994333727,16.674643,313.9436595456605,847.7808391956414,25.330957,330.05100665524947,840.136556537864,30.719416,284.42399033479825,877.4574539285279,41.374462,353.355632443361,916.36156937516,53.836949
61,312.23209587410497,859.9943994333727,16.674643,2054.154854,325.20436274739006,870.4712321086546,5,313.9436595456605,847.7808391956414,12.332903,325.20436274739006,870.4712321086546,16.674643,330.05100665524947,840.136556537864,26.68047,284.42399033479825,877.4574539285279,32.836702,353.355632443361,916.36156937516,69.773943
62,313.9436595456605,847.7808391956414,12.332903,2066.487757,312.23209587410497,859.9943994333727,5,312.23209587410497,859.9943994333727,12.332903,330.05100665524947,840.136556537864,17.829237,325.20436274739006,870.4712321086546,25.330957,284.42399033479825,877.4574539285279,41.858241,333.4083880298664,789.6231589257826,61.328553
63,330.05100665524947,840.136556537864,17.829237,2084.316994,313.9436595456605,847.7808391956414,5,313.9436595456605,847.7808391956414,17.829237,312.23209587410497,859.9943994333727,26.68047,325.20436274739006,870.4712321086546,30.719416,333.4083880298664,789.6231589257826,50.624849,284.42399033479825,877.4574539285279,58.946365
64,333.4083880298664,789.6231589257826,50.624849,2134.941843,330.05100665524947,840.136556537864,5,330.05100665524947,840.136556537864,50.624849,383.4140731648874,776.4198986996784,51.719383,313.9436595456605,847.7808391956414,61.328553,281.83784439970384,755.8042041572239,61.670436,301.9031162193559,734.7509912186152,63.273509
65,383.4140731648874,776.4198986996784,51.719383,2186.661226,333.4083880298664,789.6231589257826,5,398.776905129706,767.6407428212784,17.694355,408.07316738486077,810.0375338172869,41.691922,426.93558751800066,754.8278934255565,48.583299,333.4083880298664,789.6231589257826,51.719383,330.05100665524947,840.136556537864,83.110946
66,398.776905129706,767.6407428212784,17.694355,2204.355581,383.4140731648874,776.4198986996784,5,383.4140731648874,776.4198986996784,17.694355,426.93558751800066,754.8278934255565,30.936718,408.07316738486077,810.0375338172869,43.404013,333.4083880298664,789.6231589257826,68.965714,460.9310589380602,724.6048259600892,75.599133
67,408.07316738486077,810.0375338172869,43.404013,2247.759594,398.776905129706,767.6407428212784,5,383.4140731648874,776.4198986996784,41.691922,398.776905129706,767.6407428212784,43.404013,426.93558751800066,754.8278934255565,58.342911,466.8922353525235,809.0458573603623,58.827427,333.4083880298664,789.6231589257826,77.405271
68,466.8922353525235,809.0458573603623,58.827427,2306.587021,408.07316738486077,810.0375338172869,5,477.009776552717,865.3099277716401,57.166513,408.07316738486077,810.0375338172869,58.827427,491.83095909626394,863.3251831082008,59.734288,426.93558751800066,754.8278934255565,67.350734,515.2830587943614,859.0958196652707,69.618033
69,426.93558751800066,754.8278934255565,67.350734,2373.937755,466.8922353525235,809.0458573603623,5,398.776905129706,767.6407428212784,30.936718,460.9310589380602,724.6048259600892,45.487645,383.4140731648874,776.4198986996784,48.583299,447.2918952497248,708.8277574442379,50.303,408.07316738486077,810.0375338172869,58.342911
70,460.9310589380602,724.6048259600892,45.487645,2419.4254,426.93558751800066,754.8278934255565,5,447.2918952497248,708.8277574442379,20.855279,476.71524799509456,694.6956329164442,33.818641,426.93558751800066,754.8278934255565,45.487645,451.61179268686766,676.9209668166035,48.585997,450.56310663115516,660.245378622389,65.189208
71,447.2918952497248,708.8277574442379,20.855279,2440.28068,460.9310589380602,724.6048259600892,5,460.9310589380602,724.6048259600892,20.855279,451.61179268686766,676.9209668166035,32.197901,476.71524799509456,694.6956329164442,32.641241,450.56310663115516,660.245378622389,48.692385,426.93558751800066,754.8278934255565,50.303
72,476.71524799509456,694.6956329164442,32.641241,2472.921921,447.2918952497248,708.8277574442379,5,451.61179268686766,676.9209668166035,30.7591,447.2918952497248,708.8277574442379,32.641241,460.9310589380602,724.6048259600892,33.818641,450.56310663115516,660.245378622389,43.25222,531.3366785988251,735.6369121419466,68.261915
73,451.61179268686766,676.9209668166035,30.7591,2503.681021,476.71524799509456,694.6956329164442,5,450.56310663115516,660.245378622389,16.70853,476.71524799509456,694.6956329164442,30.7591,447.2918952497248,708.8277574442379,32.197901,414.4179882772473,650.8328622633451,45.430918,405.9068831679489,679.9294831100023,45.80382
74,450.56310663115516,660.245378622389,16.70853,2520.389551,451.61179268686766,676.9209668166035,5,451.61179268686766,676.9209668166035,16.70853,414.4179882772473,650.8328622633451,37.35057,476.71524799509456,694.6956329164442,43.25222,447.2918952497248,708.8277574442379,48.692385,405.9068831679489,679.9294831100023,48.802072
75,414.4179882772473,650.8328622633451,37.35057,2557.740121,450.56310663115516,660.245378622389,5,405.9068831679489,679.9294831100023,30.315875,401.81682221254357,678.5150052419683,30.415299,450.56310663115516,660.245378622389,37.35057,411.14019628748133,611.77086432486,39.199281,434.1718354537837,610.8869734438016,44.563309
76,405.9068831679489,679.9294831100023,30.315875,2588.055995,414.4179882772473,650.8328622633451,5,401.81682221254357,678.5150052419683,4.327741,414.4179882772473,650.8328622633451,30.315875,451.61179268686766,676.9209668166035,45.80382,358.90466145845267,674.8821043711099,47.272454,450.56310663115516,660.245378622389,48.802072
77,401.81682221254357,678.5150052419683,4.327741,2592.383737,405.9068831679489,679.9294831100023,5,405.9068831679489,679.9294831100023,4.327741,414.4179882772473,650.8328622633451,30.415299,358.90466145845267,674.8821043711099,43.065665,451.61179268686766,676.9209668166035,49.820478,450.56310663115516,660.245378622389,52.057463
78,358.90466145845267,674.8821043711099,43.065665,2635.449402,401.81682221254357,678.5150052419683,5,401.81682221254357,678.5150052419683,43.065665,318.24017683207796,652.0544808985484,46.633686,405.9068831679489,679.9294831100023,47.272454,414.4179882772473,650.8328622633451,60.498723,310.1475693193326,729.8317482601286,73.462354
79,318.24017683207796,652.0544808985484,46.633686,2682.083088,358.90466145845267,674.8821043711099,5,358.90466145845267,674.8821043711099,46.633686,260.106588484136,671.5848457987025,61.326579,353.462402585887,591.0280505757087,70.461553,259.158299397262,604.3059930343495,75.964375,310.1475693193326,729.8317482601286,78.197146
80,260.106588484136,671.5848457987025,61.326579,2743.409667,318.24017683207796,652.0544808985484,5,220.07359233142765,652.763420068005,44.236714,220.82927131631735,646.9257198353225,46.376504,204.79079826934998,673.7591455288341,55.358506,318.24017683207796,652.0544808985484,61.326579,243.03562206185626,731.4892207908478,62.289261
81,220.82927131631735,646.9257198353225,46.376504,2789.786171,260.106588484136,671.5848457987025,5,220.07359233142765,652.763420068005,5.886408,204.79079826934998,673.7591455288341,31.261244,260.106588484136,671.5848457987025,46.376504,259.158299397262,604.3059930343495,57.319765,250.68733928511168,596.791393469411,58.351991
82,220.07359233142765,652.763420068005,5.886408,2795.672579,220.82927131631735,646.9257198353225,5,220.82927131631735,646.9257198353225,5.886408,204.79079826934998,673.7591455288341,25.96891,260.106588484136,671.5848457987025,44.236714,259.158299397262,604.3059930343495,62.255414,250.68733928511168,596.791393469411,63.797094
83,204.79079826934998,673.7591455288341,25.96891,2821.641489,220.07359233142765,652.763420068005,5,220.07359233142765,652.763420068005,25.96891,220.82927131631735,646.9257198353225,31.261244,260.106588484136,671.5848457987025,55.358506,148.8194902889095,656.0836617703369,58.695912,213.45793631163136,732.5605908939883,59.436767
84,213.45793631163136,732.5605908939883,59.436767,2881.078256,204.79079826934998,673.7591455288341,5,226.6870226016624,751.613934135812,23.195659,243.03562206185626,731.4892207908478,29.597083,232.36272144124516,761.9950130977116,34.982512,242.8386899579852,754.8584132190377,36.883893,204.79079826934998,673.7591455288341,59.436767
85,226.6870226016624,751.613934135812,23.195659,2904.273915,213.45793631163136,732.5605908939883,5,232.36272144124516,761.9950130977116,11.831329,242.8386899579852,754.8584132190377,16.474313,213.45793631163136,732.5605908939883,23.195659,243.03562206185626,731.4892207908478,25.928378,260.91653544625626,777.1001545085096,42.675602
86,232.36272144124516,761.9950130977116,11.831329,2916.105244,226.6870226016624,751.613934135812,5,226.6870226016624,751.613934135812,11.831329,242.8386899579852,754.8584132190377,12.675842,260.91653544625626,777.1001545085096,32.303028,243.03562206185626,731.4892207908478,32.318944,256.8819120719038,784.1665681891542,33.05705
87,242.8386899579852,754.8584132190377,12.675842,2928.781087,232.36272144124516,761.9950130977116,5,232.36272144124516,761.9950130977116,12.675842,226.6870226016624,751.613934135812,16.474313,243.03562206185626,731.4892207908478,23.370022,260.91653544625626,777.1001545085096,28.661883,256.8819120719038,784.1665681891542,32.498924
88,243.03562206185626,731.4892207908478,23.370022,2952.151109,242.8386899579852,754.8584132190377,5,242.8386899579852,754.8584132190377,23.370022,226.6870226016624,751.613934135812,25.928378,213.45793631163136,732.5605908939883,29.597083,232.36272144124516,761.9950130977116,32.318944,284.55698400578257,736.0834330107994,41.774757
89,284.55698400578257,736.0834330107994,41.774757,2993.925865,243.03562206185626,731.4892207908478,5,301.9031162193559,734.7509912186152,17.397233,281.83784439970384,755.8042041572239,19.907349,310.1475693193326,729.8317482601286,26.343151,243.03562206185626,731.4892207908478,41.774757,242.8386899579852,754.8584132190377,45.748398
90,310.1475693193326,729.8317482601286,26.343151,3020.269017,284.55698400578257,736.0834330107994,5,301.9031162193559,734.7509912186152,9.600519,284.55698400578257,736.0834330107994,26.343151,281.83784439970384,755.8042041572239,38.418862,333.4083880298664,789.6231589257826,64.156671,243.03562206185626,731.4892207908478,67.132412
91,301.9031162193559,734.7509912186152,9.600519,3029.869535,310.1475693193326,729.8317482601286,5,310.1475693193326,729.8317482601286,9.600519,284.55698400578257,736.0834330107994,17.397233,281.83784439970384,755.8042041572239,29.08355,260.91653544625626,777.1001545085096,58.935146,243.03562206185626,731.4892207908478,58.95779
