step,node_index,x,y,step_distance,cumulative_distance
61,344,604.96949,360.698664,31.464337,2303.573607
62,488,626.115013,369.106907,22.755915,2326.329522
63,438,652.590994,336.773466,41.790298,2368.11982
64,67,668.834354,303.805779,36.752077,2404.871897
65,272,647.890424,284.216619,28.677228,2433.549125
66,400,668.463121,231.302295,56.772894,2490.322019
67,198,745.576386,198.725457,83.712041,2574.03406
68,24,754.173172,181.464916,19.282921,2593.316981
69,362,777.076001,174.968287,23.806423,2617.123403
70,294,807.237064,167.240558,31.13531,2648.258713
71,258,802.894292,135.938598,31.601778,2679.860491
72,223,820.279955,132.304239,17.761471,2697.621962
73,4,852.086619,159.662397,41.953935,2739.575897
74,496,872.531463,126.96846,38.56015,2778.136047
75,10,905.398652,92.764561,47.435839,2825.571885
76,143,910.02413,73.439921,19.8705,2845.442385
77,209,892.763092,73.592129,17.261709,2862.704094
78,56,878.908937,57.159213,21.493681,2884.197776
79,2,901.198878,38.153666,29.29253,2913.490305
80,144,927.13812,10.956134,37.583907,2951.074212
81,322,976.773705,10.052574,49.643809,3000.718021
82,439,982.432333,54.15667,44.46562,3045.183641
83,403,995.13287,77.995746,27.011204,3072.194846
84,409,977.120537,71.003871,19.321761,3091.516607
85,105,944.221052,51.603918,38.19338,3129.709987
86,76,938.262489,80.361813,29.368708,3159.078695
87,163,936.617665,105.726946,25.418407,3184.497102
88,293,933.294379,140.303151,34.735546,3219.232648
89,167,959.225747,179.796654,47.245875,3266.478523
90,113,954.85463,182.205834,4.991073,3271.469596
91,118,891.532629,220.857006,74.186177,3345.655773
92,112,905.463196,275.021272,55.926992,3401.582765
93,419,925.724467,254.495645,28.841298,3430.424063
94,452,964.473869,277.768053,45.200897,3475.62496
95,450,999.648337,302.175782,42.813321,3518.438282
96,189,984.445136,367.744866,67.308559,3585.74684
97,308,971.819552,365.13755,12.891992,3598.638833
98,381,912.788164,435.127736,91.560533,3690.199365
99,237,961.173409,426.97587,49.067147,3739.266512
100,306,980.298902,443.41072,25.216835,3764.483347
101,38,991.957773,444.49992,11.709639,3776.192986
102,156,983.670837,496.933377,53.084279,3829.277265
103,281,975.301177,506.480274,12.696238,3841.973503
104,61,974.929566,517.103487,10.62971,3852.603213
105,486,922.545332,583.51436,84.584349,3937.187562
106,267,943.536473,600.621761,27.079349,3964.266911
107,388,957.082942,615.483981,20.109511,3984.376421
108,286,937.777069,631.629414,25.167275,4009.543697
109,34,909.153276,638.800839,29.508489,4039.052185
110,469,881.706813,626.317508,30.15198,4069.204165
111,253,882.952284,615.264828,11.122631,4080.326796
112,265,890.281011,603.90724,13.516843,4093.843639
113,191,876.810663,602.653774,13.528542,4107.372182
114,86,832.777044,577.944173,50.49281,4157.864992
115,160,862.150865,551.800211,39.323379,4197.188371
116,303,848.656154,472.38123,80.55732,4277.745691
117,119,863.939017,463.406321,17.723287,4295.468978
118,244,817.174486,434.027044,55.227378,4350.696356
119,370,798.381115,415.952997,26.074163,4376.770519
120,206,780.099773,365.520099,53.644055,4430.414574
121,96,770.285967,343.033283,24.53503,4454.949604
122,104,819.802587,322.234013,53.70759,4508.657194
123,85,776.954442,256.851738,78.17164,4586.828834
124,487,765.919802,254.447176,11.293591,4598.122425
125,201,778.020594,283.299578,31.287221,4629.409647
126,121,774.297446,288.710242,6.567886,4635.977532
127,50,750.814941,334.830541,51.754323,4687.731855
128,338,731.590005,367.780465,38.148338,4725.880193
129,330,692.416095,368.188792,39.176038,4765.056231
130,54,679.051952,372.109619,13.927427,4778.983658
131,384,654.464484,414.450004,48.961737,4827.945395
132,154,662.421412,434.60321,21.667127,4849.612523
133,217,657.947476,439.507797,6.638606,4856.251128
134,196,610.009442,444.718203,48.220363,4904.471491
135,91,609.157786,494.474421,49.763506,4954.234997
136,127,607.058548,496.809689,3.140108,4957.375105
137,212,621.07827,519.419512,26.603697,4983.978802
138,232,638.109778,543.597331,29.5743,5013.553102
139,145,656.21345,546.927631,18.407439,5031.960541
140,263,660.817846,549.742848,5.396843,5037.357384
141,111,690.46827,500.995812,57.056299,5094.413683
142,416,696.571644,479.830071,22.028158,5116.441841
143,115,733.762519,477.321755,37.275364,5153.717205
144,139,761.696224,436.011728,49.867928,5203.585134
145,360,789.943989,444.145759,29.395556,5232.980689
146,271,808.001576,465.399007,27.888654,5260.869343
147,19,769.27909,512.752134,61.169842,5322.039184
148,453,765.671517,543.460553,30.919599,5352.958784
149,259,705.925008,583.729403,72.050161,5425.008945
150,399,719.011722,627.045802,45.25011,5470.259055
151,412,760.664533,637.109317,42.851266,5513.110321
152,194,758.85161,646.604041,9.666254,5522.776576
153,480,749.34865,655.728967,13.174616,5535.951192
154,492,740.375832,666.598531,14.094641,5550.045833
155,312,822.177146,695.187817,86.653345,5636.699178
156,291,840.631478,690.855276,18.956088,5655.655266
157,305,864.790309,697.213919,24.981622,5680.636888
158,205,900.922243,672.465959,43.794728,5724.431616
159,447,973.671494,694.002887,75.870236,5800.301853
160,375,929.459668,767.890865,86.105278,5886.40713
161,59,915.823194,776.13297,15.933792,5902.340923
162,78,995.265014,890.808702,139.504574,6041.845497
163,264,991.327292,925.038673,34.455719,6076.301216
164,35,991.7931,964.059172,39.023279,6115.324496
165,52,969.686077,883.880138,83.170896,6198.495392
166,246,944.83476,862.410078,32.841307,6231.336699
167,130,926.893901,839.638324,28.990122,6260.326821
168,82,929.374321,809.019431,30.719198,6291.046019
169,225,915.763848,807.672548,13.676955,6304.722974
170,90,898.268251,790.526029,24.496918,6329.219892
171,239,866.101465,800.635084,33.717876,6362.937768
172,356,871.544857,844.322214,44.024946,6406.962714
173,187,859.597757,853.135493,14.846114,6421.808827
174,120,899.582527,887.52341,52.738133,6474.54696
175,333,921.457331,929.092577,46.973425,6521.520386
176,336,936.181205,946.69186,22.946181,6544.466567
177,433,921.087699,983.756836,40.020325,6584.486892
178,202,890.316096,983.097922,30.778657,6615.265549
179,430,835.9069,972.263714,55.477389,6670.742938
180,25,820.190184,913.645912,60.688235,6731.431173
181,221,817.616857,884.797163,28.963293,6760.394466
182,315,815.69389,836.465385,48.370017,6808.764484
183,177,819.700533,816.907229,19.964334,6828.728818
184,252,837.450262,797.172239,26.542846,6855.271664
185,14,837.837644,768.794747,28.380135,6883.651799
186,164,829.700484,753.009745,17.758933,6901.410732
187,185,792.623714,784.988015,48.962196,6950.372928
188,392,744.007004,790.610354,48.940731,6999.31366
189,97,753.713959,820.478126,31.405554,7030.719213
190,220,767.349939,837.313312,21.664797,7052.384011
191,482,768.361874,859.417869,22.127708,7074.511718
192,147,730.769261,879.131197,42.447848,7116.959567
193,158,731.220854,912.627422,33.499269,7150.458836
194,499,748.669149,921.271034,19.471903,7169.930739
195,309,778.311575,970.625495,57.57201,7227.502749
196,459,785.226445,976.799219,9.269859,7236.772608
197,288,763.42873,970.085861,22.808102,7259.58071
198,66,740.164509,980.439147,25.463985,7285.044695
199,255,657.852548,974.260825,82.543507,7367.588201
200,474,633.870588,957.047905,29.519807,7397.108009
201,406,617.332311,981.840299,29.802306,7426.910314
202,122,580.104827,981.313557,37.23121,7464.141525
203,107,573.530322,963.124578,19.340709,7483.482234
204,394,587.544841,943.703166,23.949907,7507.432141
205,390,601.014585,914.426078,32.227037,7539.659177
206,402,620.410393,919.602757,20.074745,7559.733922
207,21,666.657631,890.098571,54.857124,7614.591046
208,190,626.088628,846.503142,59.551704,7674.14275
209,346,615.633908,838.375801,13.242161,7687.384911
210,467,622.202994,826.541798,13.53501,7700.919921
211,269,626.921019,827.677761,4.852852,7705.772773
212,62,629.617625,802.276646,25.543851,7731.316624
213,150,670.949851,821.796792,45.709835,7777.026459
214,204,728.720695,764.372512,81.455622,7858.482081
215,282,712.815345,763.538219,15.927216,7874.409297
216,295,685.891952,744.352406,33.060014,7907.469311
217,216,637.985996,762.059487,51.073685,7958.542996
218,186,604.693591,767.420669,33.721306,7992.264302
219,234,597.446423,784.286318,18.356784,8010.621087
220,274,586.501,786.096491,11.094099,8021.715185
221,387,581.900652,737.900648,48.4149,8070.130085
222,311,562.079888,729.490487,21.531221,8091.661306
223,427,548.403384,736.813439,15.513619,8107.174925
224,33,531.997491,723.663351,21.025655,8128.20058
225,129,524.772198,763.856685,40.837592,8169.038172
226,83,534.183414,786.080054,24.133983,8193.172155
227,17,527.074952,809.338525,24.320499,8217.492654
228,100,500.474798,829.357735,33.291696,8250.78435
229,69,521.590772,871.394668,47.042407,8297.826757
230,345,534.3931,865.667641,14.024922,8311.851679
231,241,549.879672,897.513895,35.412113,8347.263792
232,363,520.272093,908.041408,31.423514,8378.687307
233,457,494.324446,909.511945,25.989283,8404.67659
234,214,534.9347,975.161172,77.194648,8481.871239
235,393,505.769813,989.353841,32.434897,8514.306135
236,48,404.207267,985.348175,101.641507,8615.947643
237,176,358.932916,956.076926,53.912641,8669.860284
238,328,359.074716,938.231106,17.846384,8687.706668
239,102,368.517191,921.682844,19.052698,8706.759366
240,72,369.000548,893.43356,28.253419,8735.012785
241,287,416.25846,902.63804,48.145952,8783.158736
242,353,436.357727,913.503575,22.848203,8806.006939
243,172,457.606304,936.960036,31.649764,8837.656704
244,352,463.241933,910.018699,27.52446,8865.181164
245,316,428.567288,837.927066,79.997092,8945.178256
246,414,441.052786,748.460179,90.333889,9035.512145
247,84,483.959038,730.560328,46.490334,9082.002479
248,436,444.807334,713.258018,42.804507,9124.806986
249,364,417.243271,736.495957,36.052454,9160.859439
250,53,419.037819,717.717907,18.863604,9179.723043
251,431,395.499449,702.457327,28.052454,9207.775497
252,479,390.735641,725.704415,23.73017,9231.505667
253,477,369.942699,757.866687,38.298279,9269.803946
254,181,400.711576,786.892326,42.299072,9312.103018
255,137,406.412958,791.51779,7.341707,9319.444725
256,337,392.578843,833.207256,43.924871,9363.369596
257,15,343.462158,801.496591,58.463792,9421.833388
258,349,312.155216,776.560874,40.023925,9461.857314
259,215,329.789343,799.24742,28.733983,9490.591297
260,417,350.785377,851.140738,55.979907,9546.571204
261,65,349.539686,871.077208,19.975349,9566.546552
262,470,299.31272,860.824588,51.262698,9617.809251
263,131,302.752804,865.673243,5.945051,9623.754301
264,464,291.060743,932.479674,67.821851,9691.576152
265,405,266.013609,965.364353,41.337163,9732.913315
266,297,249.024745,952.813474,21.12217,9754.035485
267,396,232.393112,896.158976,59.045265,9813.08075
268,135,195.298825,940.890468,58.111036,9871.191786
269,298,182.647256,982.956659,43.927515,9915.119301
270,98,180.676053,977.230443,6.056004,9921.175306
271,473,152.628869,949.794608,39.2348,9960.410106
272,318,125.034453,954.483024,27.989874,9988.39998
273,369,128.355698,964.65566,10.701083,9999.101063
274,207,100.813323,999.91334,44.740211,10043.841274
275,116,42.76007,998.13423,58.080508,10101.921781
276,461,19.872507,959.437639,44.9585,10146.880281
277,146,41.8417,941.466773,28.383049,10175.26333
278,136,67.774919,939.392257,26.016062,10201.279392
279,183,64.60295,924.777621,14.954897,10216.234289
280,12,21.235975,911.150548,45.45758,10261.69187
281,374,49.1859,867.283406,52.014656,10313.706526
282,93,52.435371,861.647073,6.505945,10320.21247
283,226,129.642344,847.174064,78.551796,10398.764266
284,117,141.551758,870.467256,26.161172,10424.925438
285,228,168.148032,883.939657,29.813879,10454.739317
286,331,190.021255,865.533419,28.58719,10483.326507
287,11,142.175064,790.071844,89.351593,10572.678101
288,426,143.640919,778.036123,12.124658,10584.802759
289,266,144.025903,758.891617,19.148376,10603.951135
290,386,170.826714,764.833585,27.451602,10631.402737
291,372,232.006852,816.485563,80.068321,10711.471058
292,449,232.187523,768.987458,47.498449,10758.969507
293,290,235.277989,728.795847,40.310254,10799.279761
294,437,320.321999,711.26879,86.831339,10886.1111
295,192,349.855299,690.231955,36.259677,10922.370777
296,222,358.768515,674.088129,18.440947,10940.811725
297,94,361.841075,668.947293,5.989058,10946.800783
298,317,348.188974,649.027094,24.149414,10970.950198
299,51,348.367021,639.127937,9.900758,10980.850955
300,108,324.695134,646.835837,24.895179,11005.746134
301,304,318.580099,637.869197,10.853308,11016.599442
302,351,330.818955,626.442659,16.743816,11033.343257
303,373,296.703459,588.081312,51.336731,11084.679989
304,284,231.729216,627.136154,75.808529,11160.488517
305,434,225.456772,597.806142,29.993219,11190.481736
306,16,206.862471,608.902526,21.653586,11212.135321
307,435,154.765948,599.0686,53.016542,11265.151863
308,250,156.185283,643.82371,44.77761,11309.929474
309,58,146.139234,655.931717,15.732989,11325.662463
310,240,153.957346,666.073196,12.805174,11338.467637
311,385,155.772889,671.902107,6.105113,11344.57275
312,424,179.438335,675.205188,23.894846,11368.467596
313,368,168.235826,699.604851,26.848459,11395.316055
314,64,136.015791,668.447137,44.821131,11440.137186
315,491,132.874862,639.756906,28.861649,11468.998835
316,89,126.106229,634.782754,8.399797,11477.398632
317,279,104.721121,657.307875,31.059684,11508.458315
318,175,90.287351,668.349609,18.172881,11526.631196
319,166,82.770473,668.745154,7.527278,11534.158474
320,47,73.483993,694.205915,27.101458,11561.259933
321,359,57.361738,696.162681,16.240567,11577.5005
322,251,98.611586,713.925615,44.911822,11622.412322
323,195,79.884927,719.619328,19.573097,11641.985419
324,230,23.827367,791.233708,90.94542,11732.930838
325,476,56.173717,751.369767,51.336343,11784.267181
326,421,9.192151,713.675613,60.233851,11844.501032
327,407,8.85122,711.762323,1.943428,11846.44446
328,468,34.911302,677.635785,42.938892,11889.383353
329,249,31.235287,675.207347,4.405724,11893.789077
330,114,19.912224,660.20466,18.796073,11912.58515
331,383,50.724712,657.071302,30.971396,11943.556546
332,339,63.1075,605.690749,52.851629,11996.408174
333,242,62.730971,578.29044,27.402896,12023.81107
334,280,72.837384,573.817837,11.051867,12034.862937
335,197,104.618212,596.32983,38.946256,12073.809193
336,138,110.948049,570.00764,27.072579,12100.881772
337,382,94.503715,556.261692,21.432853,12122.314625
338,462,72.40269,537.861589,28.75794,12151.072565
339,321,46.908134,558.405952,32.742071,12183.814636
340,46,8.561215,535.801019,44.513697,12228.328333
341,161,17.422568,520.87226,17.360628,12245.68896
342,408,90.526621,512.936572,73.533515,12319.222475
343,168,126.146971,475.164161,51.918825,12371.1413
344,159,125.978799,460.10439,15.06071,12386.20201
345,314,126.670671,448.784986,11.340529,12397.542539
346,340,121.093087,444.392803,7.099346,12404.641885
347,475,106.356283,438.023834,16.054195,12420.696079
348,45,88.788905,433.200314,18.21755,12438.913629
349,133,92.158728,442.712416,10.091372,12449.005001
350,28,73.290778,456.76707,23.527279,12472.53228
351,366,63.177253,465.789785,13.553331,12486.085611
352,99,62.44219,414.727355,51.06772,12537.153331
353,354,79.324772,393.653265,27.002571,12564.155902
354,365,82.896781,385.578674,8.829398,12572.985301
355,44,62.608775,355.061447,36.645659,12609.63096
356,193,3.286539,350.542378,59.494114,12669.125074
357,180,9.541469,327.381936,23.99021,12693.115284
358,224,0.3484,209.655845,118.084482,12811.199767
359,171,32.2911,146.409185,70.855318,12882.055085
360,440,22.852944,133.276185,16.172646,12898.227731
361,157,42.594606,139.222655,20.617801,12918.845532
362,257,43.505208,152.236608,13.045772,12931.891304
363,320,71.493218,205.826788,60.458548,12992.349852
364,379,39.513209,243.376002,49.322049,13041.671901
365,210,56.781031,254.851068,20.73294,13062.404842
366,329,102.512331,257.159584,45.789531,13108.194372
367,103,122.326791,265.416067,21.465841,13129.660213
368,236,145.266513,284.885003,30.087711,13159.747923
369,371,160.309169,268.226755,22.445016,13182.19294
370,227,174.651739,266.68189,14.42553,13196.618469
371,444,173.078199,276.508926,9.952218,13206.570687
372,342,204.619347,287.003266,33.241167,13239.811854
373,233,187.995396,310.332472,28.646249,13268.458103
374,485,202.676815,330.573911,25.005198,13293.463301
375,494,210.949124,328.539193,8.518872,13301.982174
376,200,205.342537,358.267169,30.252048,13332.234221
377,325,188.435794,349.090146,19.236832,13351.471053
378,300,155.766526,350.182071,32.687511,13384.158564
379,377,158.461934,333.038439,17.354231,13401.512795
380,413,141.424174,334.141628,17.073439,13418.586234
381,397,118.702062,302.649607,38.833513,13457.419747
382,80,85.100029,317.028203,36.549154,13493.9689
383,451,92.280365,366.436982,49.927795,13543.896695
384,211,130.091177,410.747678,58.250282,13602.146977
385,174,151.697465,461.334591,55.007886,13657.154862
386,350,196.885716,482.308498,49.818498,13706.973361
387,425,206.987051,453.116609,30.890182,13737.863543
388,302,224.803389,426.87693,31.716598,13769.580141
389,178,235.133035,431.300851,11.237112,13780.817253
390,455,239.170463,464.30379,33.248982,13814.066234
391,49,262.54002,472.51074,24.768735,13838.834969
392,441,270.86498,491.530681,20.762059,13859.597028
393,88,224.149807,501.257553,47.717077,13907.314104
394,395,197.341771,529.433848,38.891829,13946.205933
395,262,184.028607,529.139853,13.31641,13959.522343
396,443,159.192258,530.69,24.884677,13984.407021
397,101,174.878678,559.030469,32.392065,14016.799086
398,296,178.827873,558.162547,4.043442,14020.842528
399,243,189.81954,569.344012,15.679347,14036.521875
400,79,194.163295,564.62449,6.41421,14042.936085
401,429,258.374579,573.038305,64.760183,14107.696268
402,404,268.252032,561.662579,15.065564,14122.761832
403,471,286.936448,538.86701,29.474487,14152.236319
404,81,341.144246,537.681998,54.220748,14206.457067
405,357,382.76906,563.80095,49.140867,14255.597935
406,231,393.688673,568.422787,11.857459,14267.455394
407,276,374.894016,585.927621,25.683815,14293.139209
408,332,422.251141,645.306749,75.951156,14369.090365
409,484,442.806658,625.693681,28.411295,14397.50166
410,463,480.281081,626.575116,37.484788,14434.986448
411,268,454.046308,655.246178,38.862489,14473.848937
412,22,486.13647,668.470222,34.708123,14508.557061
413,310,548.245726,673.364914,62.301827,14570.858888
414,478,564.580828,648.127389,30.062739,14600.921626
415,442,669.724045,653.329185,105.271814,14706.19344
416,20,684.837219,638.353264,21.276424,14727.469864
417,301,676.700037,638.459634,8.137877,14735.607741
418,458,621.172613,621.827244,57.964913,14793.572654
419,361,609.514089,607.39767,18.550843,14812.123498
420,273,538.505135,562.674195,83.919371,14896.042869
421,57,518.696125,537.536378,32.004792,14928.047661
422,71,500.122511,545.457741,20.192254,14948.239916
423,283,488.111115,525.682649,23.137154,14971.37707
424,410,464.91501,504.756488,31.240415,15002.617484
425,334,436.770826,447.377329,63.909803,15066.527288
426,323,486.06785,420.434791,56.179151,15122.706438
427,238,497.493998,422.722079,11.652834,15134.359272
428,327,488.302455,395.919063,28.335246,15162.694517
429,87,486.119958,395.813315,2.185057,15164.879575
430,270,479.400657,371.663625,25.067041,15189.946616
431,277,490.82972,372.451728,11.456202,15201.402818
432,245,534.798719,365.127571,44.574837,15245.977656
433,285,525.216345,335.247981,31.378525,15277.356181
434,3,536.20204,332.197699,11.401304,15288.757484
435,248,534.933209,311.458854,20.777623,15309.535107
436,134,544.96136,279.29937,33.686737,15343.221844
437,13,573.408086,265.321705,31.695288,15374.917133
438,110,571.521106,248.413309,17.013364,15391.930497
439,358,530.39235,233.148402,43.870172,15435.800669
440,74,506.301487,203.272051,38.379239,15474.179908
441,37,483.811483,177.589731,34.13769,15508.317598
442,348,475.866314,221.637307,44.758404,15553.076002
443,132,467.391545,282.447029,61.397426,15614.473428
444,415,467.769152,302.403376,19.959919,15634.433348
445,148,435.663839,291.383169,33.944014,15668.377362
446,411,436.063577,310.125463,18.746557,15687.123918
447,95,420.76167,358.670557,50.899651,15738.023569
448,428,428.309794,377.598257,20.377243,15758.400812
449,126,416.05671,424.976476,48.937038,15807.337849
450,446,381.675151,419.380764,34.833944,15842.171793
451,260,364.790846,420.8016,16.943982,15859.115775
452,422,374.186656,450.209822,30.872719,15889.988494
453,445,401.310761,474.412531,36.352279,15926.340773
454,493,393.37713,493.017932,20.226305,15946.567078
455,140,356.466242,493.21881,36.911435,15983.478513
456,289,337.842641,480.888383,22.335576,16005.814089
457,9,315.458974,448.321708,39.517298,16045.331387
458,389,310.913253,431.872798,17.065469,16062.396856
459,326,329.089699,414.699523,25.006091,16087.402947
460,27,336.916153,391.193307,24.774898,16112.177844
461,123,320.623366,386.500874,16.955053,16129.132898
462,465,324.29011,392.282231,6.846101,16135.978999
463,75,322.057227,398.170181,6.29712,16142.276119
464,18,315.263152,398.238151,6.794415,16149.070533
465,483,303.140496,411.943937,18.297741,16167.368275
466,42,271.929852,434.268584,38.373091,16205.741366
467,109,265.91432,439.221662,7.792279,16213.533645
468,188,263.262577,420.872032,18.540244,16232.073889
469,261,263.193758,410.974419,9.897852,16241.971741
470,418,230.784826,358.413092,61.749753,16303.721495
471,41,256.362347,352.04753,26.357731,16330.079226
472,5,337.216657,333.796395,82.88862,16412.967846
473,319,356.460516,310.760369,30.016405,16442.984251
474,73,340.080851,271.751388,42.308321,16485.292572
475,32,351.913683,229.129764,44.233683,16529.526255
476,278,421.374989,177.202284,86.725638,16616.251893
477,423,387.39922,178.385327,33.99636,16650.248253
478,152,361.532813,152.874674,36.329938,16686.578191
479,448,325.051992,135.122628,40.570747,16727.148938
480,184,288.067976,125.114415,38.31425,16765.463187
481,275,338.624628,169.182629,67.067,16832.530187
482,254,333.758769,182.440405,14.122507,16846.652695
483,162,288.756582,213.373448,54.608149,16901.260844
484,153,224.933978,222.049687,64.409642,16965.670486
485,347,207.989777,240.722878,25.214955,16990.885441
486,495,209.515614,228.280076,12.536007,17003.421449
487,141,194.459915,211.630054,22.447657,17025.869106
488,391,143.709691,228.827084,53.584728,17079.453834
489,460,131.26336,193.023095,37.90563,17117.359464
490,40,134.727601,193.17697,3.467656,17120.82712
491,481,171.281886,195.911913,36.656455,17157.483576
492,77,197.094869,199.499345,26.061077,17183.544653
493,125,253.36195,168.020375,64.474103,17248.018755
494,497,247.524958,136.799596,31.761731,17279.780486
495,218,234.977059,93.569017,45.014805,17324.795292
496,55,234.963437,78.376478,15.192545,17339.987836
497,30,189.06187,88.157295,46.932061,17386.919897
498,149,185.927952,112.719493,24.761321,17411.681218
499,219,113.245306,100.926212,73.633203,17485.314421
500,0,52.363599,87.186678,62.412795,17547.727217
